branch,period,transaction_count,cash_inflows,cash_outflows,net_cash_movement,closing_cash_balance,deposits,withdrawals,loans_issued,loans_repaid,loan_portfolio_balance,interest_earned,operating_expenses,trading_revenue,exchange_fee_revenue,interest_income,total_revenue,net_income,expense_ratio
Florence,1435-12,24,235500.04,24885717.90,-24650217.86,-2744720133.49,10911.65,0.00,459159.34,117022.95,104565098.80,19081.59,9349.80,88483.85,0.00,19081.59,107625.90,98276.10,0.0869
Florence,1436-01,22,416029.67,4459793.41,-4043763.74,-2748763897.23,0.00,0.00,96317.15,158377.74,104503038.21,19005.33,8310.65,238646.60,16236.54,19005.33,274870.03,266559.38,0.0302
Florence,1436-02,18,375576.85,745177.25,-369600.40,-2749133497.63,85387.22,0.00,26271.12,19049.98,104510259.35,2619.58,11926.31,268520.07,0.00,2619.58,273680.38,261754.07,0.0436
Florence,1436-03,18,3389.17,13272990.25,-13269601.08,-2762403098.71,0.00,11007.65,641004.09,153.25,105151110.19,15.32,8349.21,3220.60,0.00,15.32,3438.06,-4911.15,2.4285
Florence,1436-04,24,265552.82,13699915.09,-13434362.27,-2775837460.98,0.00,5475.39,118439.41,60389.49,105209160.11,7246.74,15823.65,197916.59,0.00,7246.74,211564.47,195740.82,0.0748
Florence,1436-05,8,4741.85,312029.00,-307287.15,-2776144748.13,0.00,0.00,108281.04,2670.74,105314770.41,507.44,7586.41,1563.67,0.00,507.44,2156.72,-5429.69,3.5176
Florence,1436-06,20,582020.08,2125391.71,-1543371.63,-2777688119.76,0.00,0.00,1015800.87,473458.32,105857112.96,79289.17,28321.38,29272.59,46.40,79289.17,108608.16,80286.78,0.2608
Florence,1436-07,21,150224.76,8207342.22,-8057117.46,-2785745237.22,13381.53,4987.63,665162.74,92502.93,106429772.77,15854.42,17596.59,28485.88,5799.63,15854.42,50554.12,32957.53,0.3481
Florence,1436-08,24,225444.28,1840577.15,-1615132.87,-2787360370.09,122984.26,0.00,21684.79,37442.94,106414014.62,3689.29,22189.23,61327.79,0.00,3689.29,67905.39,45716.16,0.3268
Florence,1436-09,23,134844.49,10751875.17,-10617030.68,-2797977400.77,2148.16,0.00,174827.54,98484.22,106490357.94,12195.02,3360.53,22017.09,0.00,12195.02,36591.75,33231.22,0.0918
Florence,1436-10,17,121374.52,1824799.09,-1703424.57,-2799680825.34,0.00,0.00,147372.41,19133.28,106618597.07,2880.51,1925.33,99360.73,535.79,2880.51,103043.89,101118.56,0.0187
Florence,1436-11,26,227031.93,12629292.14,-12402260.21,-2812083085.55,0.00,0.00,1131820.32,5179.91,107745237.48,776.99,25420.78,221075.03,0.00,776.99,225026.03,199605.25,0.1130
Florence,1436-12,22,490352.06,21385139.97,-20894787.91,-2832977873.46,334744.34,0.00,1146715.91,48368.83,108843584.56,6963.03,1767.68,100275.86,0.00,6963.03,110819.71,109052.03,0.0160
Florence,1437-01,21,93452.78,10045525.98,-9952073.20,-2842929946.66,0.00,5190.05,0.00,0.00,108843584.56,0.00,12390.13,93452.78,0.00,0.00,93819.37,81429.24,0.1321
Florence,1437-02,15,466223.42,684252.09,-218028.67,-2843147975.33,288401.86,0.00,0.00,158769.25,108684815.31,19052.31,37252.80,0.00,603.67,19052.31,19742.25,-17510.55,1.8870
Florence,1437-03,18,603851.20,5161631.89,-4557780.69,-2847705756.02,0.00,0.00,2673798.44,534017.35,110824596.40,58814.94,392.19,11018.91,95.34,58814.94,69929.19,69537.00,0.0056
Florence,1437-04,17,224877.73,4363883.15,-4139005.42,-2851844761.44,0.00,0.00,1921141.86,168529.77,112577208.49,25855.40,775.38,30492.56,0.00,25855.40,56726.58,55951.20,0.0137
Florence,1437-05,16,276633.51,8702395.11,-8425761.60,-2860270523.04,0.00,0.00,104722.21,92058.05,112589872.65,7364.64,0.00,177210.82,0.00,7364.64,185600.19,185600.19,0.0000
Florence,1437-06,15,517049.62,2987589.54,-2470539.92,-2862741062.96,0.00,0.00,34244.66,267356.34,112356760.97,39002.54,4340.65,210690.74,0.00,39002.54,249752.58,245411.93,0.0174
Florence,1437-07,19,77207.52,22772034.18,-22694826.66,-2885435889.62,0.00,0.00,361817.78,65542.71,112653036.04,7317.82,5321.94,4346.99,0.00,7317.82,12467.32,7145.38,0.4269
Florence,1437-08,27,330211.73,8408816.29,-8078604.56,-2893514494.18,0.00,0.00,4485600.89,209780.25,116928856.68,32005.09,23015.17,88426.39,0.00,32005.09,120645.84,97630.67,0.1908
Florence,1437-09,17,352925.37,835555.13,-482629.76,-2893997123.94,0.00,0.00,114657.47,228514.26,116814999.89,27421.71,3798.45,96989.40,0.00,27421.71,127651.96,123853.51,0.0298
Florence,1437-10,19,196221.26,2683856.52,-2487635.26,-2896484759.20,0.00,0.00,95823.40,170778.19,116740045.10,20493.38,5369.70,4949.69,620.34,20493.38,26166.88,20797.18,0.2052
Florence,1437-11,17,66214.72,3259856.17,-3193641.45,-2899678400.65,0.00,0.00,235363.98,45212.79,116930196.29,5425.53,69788.34,15576.40,0.00,5425.53,21253.92,-48534.42,3.2836
Florence,1437-12,27,184642.18,14546589.58,-14361947.40,-2914040348.05,89580.90,0.00,957106.63,17307.09,117869995.83,2076.85,17648.41,75677.34,3745.38,2076.85,81856.92,64208.51,0.2156
Florence,1438-01,16,477181.51,784340.67,-307159.16,-2914347507.21,144211.44,0.00,26505.92,179042.12,117717459.63,17904.21,1893.61,136023.74,0.00,17904.21,153927.95,152034.34,0.0123
Florence,1438-02,14,438007.75,774916.55,-336908.80,-2914684416.01,0.00,0.00,82338.89,391078.35,117408720.17,46929.40,19521.86,0.00,0.00,46929.40,48344.53,28822.67,0.4038
Florence,1438-03,23,247341.02,7358690.46,-7111349.44,-2921795765.45,0.00,0.00,4963.31,102188.51,117311494.97,20192.14,21872.69,124960.37,0.00,20192.14,146820.20,124947.51,0.1490
Florence,1438-04,17,8118.55,4741072.69,-4732954.14,-2926528719.59,0.00,899171.52,1168161.05,0.00,118479656.02,0.00,44696.63,8118.55,0.00,0.00,9552.35,-35144.28,4.6791
Florence,1438-05,20,98541.79,1989703.30,-1891161.51,-2928419881.10,0.00,0.00,484407.57,81156.39,118882907.20,13725.04,16295.55,3660.36,0.00,13725.04,17629.84,1334.29,0.9243
Florence,1438-06,21,191726.85,4712749.38,-4521022.53,-2932940903.63,0.00,53433.54,235578.70,121277.20,118997208.70,21829.90,12452.21,48619.75,89.68,21829.90,70954.54,58502.33,0.1755
Florence,1438-07,24,483208.80,8246322.46,-7763113.66,-2940704017.29,232914.86,0.00,278663.34,209789.13,119066082.91,28453.28,9240.18,12051.53,0.00,28453.28,40890.58,31650.40,0.2260
Florence,1438-08,23,501541.32,3132653.46,-2631112.14,-2943335129.43,0.00,0.00,126854.34,336429.83,118856507.42,40371.58,4222.00,124739.91,4724.55,40371.58,170148.24,165926.24,0.0248
Florence,1438-09,20,589447.04,3367152.13,-2777705.09,-2946112834.52,0.00,0.00,9314.35,396122.33,118469699.44,62178.95,9503.58,131145.76,0.00,62178.95,194503.16,184999.58,0.0489
Florence,1438-10,21,264358.19,1585126.15,-1320767.96,-2947433602.48,24348.14,0.00,252401.74,172449.79,118549651.39,26229.53,3656.15,41330.73,0.00,26229.53,68298.49,64642.34,0.0535
Florence,1438-11,13,17960.41,1216165.62,-1198205.21,-2948631807.69,0.00,0.00,108883.54,16630.01,118641904.92,1330.40,13108.35,0.00,0.00,1330.40,2399.59,-10708.76,5.4627
Florence,1438-12,19,205321.77,6285342.36,-6080020.59,-2954711828.28,128089.62,0.00,114286.51,49954.66,118706236.77,10886.52,17544.93,16390.97,187.10,10886.52,27776.58,10231.65,0.6316
Florence,1439-01,14,162396.50,4294607.37,-4132210.87,-2958844039.15,0.00,232429.43,0.00,72298.59,118633938.18,13013.75,2535.45,77084.16,0.00,13013.75,90097.91,87562.46,0.0281
Florence,1439-02,19,99090.41,9406325.47,-9307235.06,-2968151274.21,455.17,45733.38,117689.58,19030.72,118732597.04,4186.76,6480.24,75417.76,0.00,4186.76,79604.52,73124.28,0.0814
Florence,1439-03,27,159809.30,4488821.89,-4329012.59,-2972480286.80,6902.33,0.00,575999.74,73142.25,119235454.53,13654.68,12582.09,66110.04,0.00,13654.68,83049.89,70467.80,0.1515
Florence,1439-04,17,216301.53,3707399.46,-3491097.93,-2975971384.73,0.00,0.00,1267024.87,96699.94,120405779.46,10636.99,539.00,108964.60,0.00,10636.99,120232.01,119693.01,0.0045
Florence,1439-05,23,848705.51,9528785.35,-8680079.84,-2984651464.57,595336.92,206203.86,224440.76,27281.15,120602939.07,2728.12,3061.83,223359.32,99.48,2728.12,226347.98,223286.15,0.0135
Florence,1439-06,20,26840.10,16447231.20,-16420391.10,-3001071855.67,6752.70,0.00,473061.79,10880.44,121065120.42,1958.48,5703.11,7248.48,0.00,1958.48,9300.44,3597.33,0.6132
Florence,1439-07,26,48164.79,7970936.11,-7922771.32,-3008994626.99,12549.63,5337.47,214222.30,1012.55,121278330.17,101.26,3628.62,34501.35,0.00,101.26,34883.87,31255.25,0.1040
Florence,1439-08,15,12570.57,7196357.23,-7183786.66,-3016178413.65,0.00,0.00,541494.87,0.00,121819825.04,0.00,0.00,12570.57,104.45,0.00,12705.25,12705.25,0.0000
Florence,1439-09,17,21064.36,13008467.69,-12987403.33,-3029165816.98,0.00,0.00,0.00,0.00,121819825.04,0.00,1581.91,21064.36,0.00,0.00,21064.36,19482.45,0.0751
Florence,1439-10,15,427330.56,9968330.48,-9540999.92,-3038706816.90,0.00,0.00,200153.76,336335.80,121683643.00,67157.50,227.86,23837.26,0.00,67157.50,92223.71,91995.85,0.0025
Florence,1439-11,16,600224.68,2047585.51,-1447360.83,-3040154177.73,360903.47,38588.71,0.00,142322.22,121541320.78,31310.89,67.66,65688.10,0.00,31310.89,100163.82,100096.16,0.0007
Florence,1439-12,23,908244.46,2457622.09,-1549377.63,-3041703555.36,130738.07,2620.36,0.00,379598.64,121161722.14,66073.05,8696.14,331834.70,0.00,66073.05,398522.93,389826.79,0.0218
Florence,1440-01,22,56222.61,12178279.33,-12122056.72,-3053825612.08,0.00,0.00,115895.72,0.00,121277617.86,0.00,7661.56,56222.61,0.00,0.00,58962.25,51300.69,0.1299
Florence,1440-02,18,114222.92,6832763.93,-6718541.01,-3060544153.09,0.00,0.00,240077.13,86866.31,121430828.68,13710.66,2234.64,13645.95,0.00,13710.66,29954.38,27719.74,0.0746
Florence,1440-03,14,274310.25,4011638.64,-3737328.39,-3064281481.48,0.00,0.00,73145.35,119035.53,121384938.50,14284.26,2446.85,140990.46,0.00,14284.26,155460.95,153014.10,0.0157
Florence,1440-04,14,18361.64,4969778.91,-4951417.27,-3069232898.75,0.00,88674.97,612021.14,2153.21,121994806.43,430.64,858.42,15777.79,0.00,430.64,16678.67,15820.25,0.0515
Florence,1440-05,17,24962.95,14500342.69,-14475379.74,-3083708278.49,0.00,0.00,0.00,8417.77,121986388.66,1515.20,0.00,15029.98,11928.20,1515.20,31155.45,31155.45,0.0000
Florence,1440-06,23,296699.36,6262069.14,-5965369.78,-3089673648.27,0.00,0.00,554561.30,46406.12,122494543.84,5590.70,18769.23,244702.54,0.00,5590.70,251286.84,232517.61,0.0747
Florence,1440-07,16,49767.15,436872.76,-387105.61,-3090060753.88,0.00,0.00,202432.68,0.00,122696976.52,0.00,25731.12,49767.15,268.04,0.00,50249.62,24518.50,0.5121
Florence,1440-08,21,139880.26,8987726.17,-8847845.91,-3098908599.79,0.00,0.00,291550.92,107687.05,122880840.39,13251.76,4875.36,18941.45,0.00,13251.76,32260.17,27384.81,0.1511
Florence,1440-09,13,505894.27,2115253.97,-1609359.70,-3100517959.49,0.00,0.00,440107.29,74223.55,123246724.13,8906.83,757.12,422763.89,0.00,8906.83,432728.52,431971.40,0.0017
Florence,1440-10,22,479273.13,1151466.57,-672193.44,-3101190152.93,0.00,0.00,249291.46,223202.72,123272812.87,22320.27,10494.19,233750.14,0.00,22320.27,261084.87,250590.68,0.0402
Florence,1440-11,23,113668.55,4922228.32,-4808559.77,-3105998712.70,0.00,0.00,73067.48,87056.34,123258824.01,12449.27,2237.29,14162.94,303.37,12449.27,29516.84,27279.55,0.0758
Florence,1440-12,21,53894.76,8187456.50,-8133561.74,-3114132274.44,0.00,33277.07,1098214.29,19041.48,124337996.82,2180.81,5689.63,32672.47,0.00,2180.81,35211.04,29521.41,0.1616
Geneva,1390-01,11,71192.19,500170.42,-428978.23,-428978.23,0.00,354920.93,111644.40,57251.63,54392.77,5725.16,254.03,8215.40,103.65,5725.16,14363.37,14109.34,0.0177
Geneva,1390-02,8,173140.08,17627.31,155512.77,-273465.46,0.00,0.00,13706.32,139981.61,-71882.52,24607.14,3920.99,8551.33,0.00,24607.14,33158.47,29237.48,0.1183
Geneva,1390-03,14,1065378.51,853627.11,211751.40,-61714.06,0.00,0.00,35609.02,938170.85,-974444.35,90010.47,0.00,37197.19,13142.44,90010.47,143058.98,143058.98,0.0000
Geneva,1390-04,10,75747.77,949680.28,-873932.51,-935646.57,0.00,0.00,51809.45,9436.57,-932071.47,1698.58,25798.88,64612.62,9811.89,1698.58,77969.18,52170.30,0.3309
Geneva,1390-05,13,159240.00,560999.37,-401759.37,-1337405.94,8260.37,18343.80,480543.74,16715.13,-468242.86,3694.93,349.69,130569.57,904.13,3694.93,135586.94,135237.25,0.0026
Geneva,1390-06,14,39156.55,1246517.11,-1207360.56,-2544766.50,4007.25,0.00,1028468.98,0.00,560226.12,0.00,1194.22,35149.30,0.00,0.00,38297.44,37103.22,0.0312
Geneva,1390-07,16,42786.55,859967.96,-817181.41,-3361947.91,0.00,123107.44,634562.79,0.00,1194788.91,0.00,3325.88,42786.55,0.00,0.00,44271.13,40945.25,0.0751
Geneva,1390-08,9,62330.06,123082.22,-60752.16,-3422700.07,0.00,0.00,87029.05,26808.06,1255009.90,2144.64,378.04,33377.36,1016.74,2144.64,36538.74,36160.70,0.0103
Geneva,1390-09,17,274218.18,270614.30,3603.88,-3419096.19,0.00,0.00,0.00,174865.61,1080144.29,37390.96,9278.39,61961.61,0.00,37390.96,101309.26,92030.87,0.0916
Geneva,1390-10,17,194920.32,2177946.59,-1983026.27,-5402122.46,6574.83,0.00,2002468.33,165224.38,2917388.24,23121.11,19316.84,0.00,0.00,23121.11,25463.54,6146.70,0.7586
Geneva,1390-11,16,546497.70,97513.13,448984.57,-4953137.89,7189.50,0.00,58430.63,444312.20,2531506.67,71859.91,7449.95,23136.09,253.88,71859.91,95487.86,88037.91,0.0780
Geneva,1390-12,15,301090.65,766373.03,-465282.38,-5418420.27,11560.75,613459.86,86320.81,151007.06,2466820.42,22426.75,3679.75,116096.09,0.00,22426.75,139466.52,135786.77,0.0264
Geneva,1391-01,16,762322.22,264382.38,497939.84,-4920480.43,0.00,97602.07,135729.47,638635.68,1963914.21,99629.66,5510.20,24056.88,0.00,99629.66,124069.65,118559.45,0.0444
Geneva,1391-02,12,21009.65,330324.09,-309314.44,-5229794.87,8243.92,52035.10,209028.90,0.00,2172943.11,0.00,9452.83,12765.73,0.00,0.00,13662.85,4210.02,0.6919
Geneva,1391-03,11,413192.98,92833.21,320359.77,-4909435.10,0.00,0.00,76712.60,259732.71,1989923.00,40723.90,10523.30,112736.37,0.00,40723.90,153544.23,143020.93,0.0685
Geneva,1391-04,11,219572.53,41404.05,178168.48,-4731266.62,0.00,0.00,0.00,138557.25,1851365.75,19119.16,24030.30,61896.12,0.00,19119.16,81230.24,57199.94,0.2958
Geneva,1391-05,11,146768.77,384191.62,-237422.85,-4968689.47,8161.34,0.00,340732.26,4762.18,2187335.83,857.19,14108.83,132988.06,0.00,857.19,133845.25,119736.42,0.1054
Geneva,1391-06,12,232841.73,552615.76,-319774.03,-5288463.50,0.00,0.00,225738.83,207894.40,2205180.26,24947.33,9772.75,0.00,0.00,24947.33,27871.42,18098.67,0.3506
Geneva,1391-07,10,159955.43,505213.50,-345258.07,-5633721.57,148715.24,0.00,94576.53,5048.03,2294708.76,757.20,24242.43,5434.96,1423.66,757.20,10452.88,-13789.55,2.3192
Geneva,1391-08,16,18762.46,746840.24,-728077.78,-6361799.35,0.00,31399.68,381545.47,9691.87,2666562.36,2132.21,1189.84,6938.38,0.00,2132.21,13808.88,12619.04,0.0862
Geneva,1391-09,22,242336.89,1599076.91,-1356740.02,-7718539.37,6272.34,0.00,1488338.85,178380.72,3976520.49,22329.48,3473.43,35354.35,782.85,22329.48,59571.41,56097.98,0.0583
Geneva,1391-10,8,89107.04,313230.68,-224123.64,-7942663.01,0.00,180483.90,77633.67,0.00,4054154.16,0.00,0.00,89107.04,174.47,0.00,89865.90,89865.90,0.0000
Geneva,1391-11,18,931850.97,1095895.63,-164044.66,-8106707.67,0.00,0.00,821681.81,819581.25,4056254.72,112269.72,1028.34,0.00,1122.95,112269.72,115471.53,114443.19,0.0089
Geneva,1391-12,15,11362.00,1389518.38,-1378156.38,-9484864.05,0.00,0.00,1094709.80,10144.64,5140819.88,1217.36,27661.84,0.00,519.84,1217.36,5097.09,-22564.75,5.4270
Geneva,1392-01,14,141044.24,284470.27,-143426.03,-9628290.08,11694.07,0.00,163600.48,115491.22,5188929.14,13858.95,2124.90,0.00,0.00,13858.95,15607.82,13482.92,0.1361
Geneva,1392-02,18,617560.44,693642.37,-76081.93,-9704372.01,0.00,196372.94,100957.56,532355.80,4757530.90,85204.64,19024.00,0.00,1105.29,85204.64,90620.53,71596.53,0.2099
Geneva,1392-03,17,59948.88,1448231.21,-1388282.33,-11092654.34,15105.56,9694.32,1238611.18,31327.09,5964814.99,4699.06,21950.97,8817.17,0.00,4699.06,15037.26,-6913.71,1.4598
Geneva,1392-04,7,69621.36,138168.46,-68547.10,-11161201.44,0.00,0.00,125135.12,59001.15,6030948.96,10620.21,4643.66,0.00,208.90,10620.21,10829.11,6185.45,0.4288
Geneva,1392-05,5,20879.75,107439.23,-86559.48,-11247760.92,0.00,16786.50,0.00,18981.59,6011967.37,1898.16,0.00,0.00,0.00,1898.16,3248.03,3248.03,0.0000
Geneva,1392-06,16,857514.69,164217.42,693297.27,-10554463.65,559111.06,0.00,104129.94,206599.99,5909497.32,27702.34,30085.03,64101.30,273.08,27702.34,92270.74,62185.71,0.3261
Geneva,1392-07,16,222888.42,586047.00,-363158.58,-10917622.23,0.00,0.00,316723.60,168907.63,6057313.29,17125.97,4360.22,36854.82,3423.61,17125.97,58861.15,54500.93,0.0741
Geneva,1392-08,15,264925.21,530492.00,-265566.79,-11183189.02,0.00,0.00,73859.87,108405.12,6022768.04,20785.55,27968.80,135734.54,6275.49,20785.55,164876.95,136908.15,0.1696
Geneva,1392-09,13,610731.42,369045.62,241685.80,-10941503.22,0.00,7463.10,224165.70,532543.84,5714389.90,74995.59,5044.26,3191.99,1378.03,74995.59,79738.00,74693.74,0.0633
Geneva,1392-10,14,709394.96,277754.17,431640.79,-10509862.43,195339.79,11318.48,107495.49,185216.98,5636668.41,18521.70,55312.96,310316.49,862.64,18521.70,329735.09,274422.13,0.1677
Geneva,1392-11,14,188754.66,427565.88,-238811.22,-10748673.65,0.00,0.00,244168.85,139559.28,5741277.98,23725.08,21996.47,25470.30,0.00,23725.08,51616.39,29619.92,0.4262
Geneva,1392-12,10,34495.93,841596.09,-807100.16,-11555773.81,0.00,564275.88,0.00,31940.68,5709337.30,2555.25,20289.10,0.00,0.00,2555.25,5305.46,-14983.64,3.8242
Geneva,1393-01,13,20740.25,1094301.80,-1073561.55,-12629335.36,0.00,147350.79,819674.86,13239.16,6515773.00,2912.62,1978.04,4588.47,780.47,2912.62,9430.49,7452.45,0.2097
Geneva,1393-02,12,137396.64,422489.31,-285092.67,-12914428.03,0.00,0.00,351944.34,112900.55,6754816.79,24496.09,27157.70,0.00,0.00,24496.09,24985.15,-2172.55,1.0870
Geneva,1393-03,14,326315.91,339065.21,-12749.30,-12927177.33,0.00,0.00,70792.56,243998.36,6581610.99,39359.02,1739.96,42958.53,0.00,39359.02,85612.14,83872.18,0.0203
Geneva,1393-04,17,216379.43,337836.21,-121456.78,-13048634.11,2878.24,8541.84,233493.55,143749.82,6671354.72,24016.33,10042.32,45735.04,0.00,24016.33,71037.74,60995.42,0.1414
Geneva,1393-05,18,257697.36,736995.94,-479298.58,-13527932.69,0.00,32935.26,293666.38,190903.90,6774117.20,19090.39,14207.00,47703.07,4062.67,19090.39,74251.14,60044.14,0.1913
Geneva,1393-06,16,372087.40,1955992.81,-1583905.41,-15111838.10,264677.91,0.00,1932751.50,0.00,8706868.70,0.00,8201.52,107409.49,0.00,0.00,107538.83,99337.31,0.0763
Geneva,1393-07,16,139703.25,217173.70,-77470.45,-15189308.55,0.00,809.83,54816.72,49964.16,8711721.26,8395.95,11792.16,81343.14,0.00,8395.95,91985.42,80193.26,0.1282
Geneva,1393-08,10,151898.33,758143.58,-606245.25,-15795553.80,0.00,0.00,642783.39,133872.93,9220631.72,16170.70,595.55,1854.70,0.00,16170.70,18423.49,17827.94,0.0323
Geneva,1393-09,11,703433.99,158720.46,544713.53,-15250840.27,642408.79,0.00,105894.88,0.00,9326526.60,0.00,11126.31,61025.20,349.09,0.00,61787.78,50661.47,0.1801
Geneva,1393-10,6,178510.08,16958.41,161551.67,-15089288.60,0.00,0.00,0.00,138504.77,9188021.83,22851.32,26.97,17153.99,0.00,22851.32,40259.28,40232.31,0.0007
Geneva,1393-11,14,48468.77,1081984.21,-1033515.44,-16122804.04,46832.31,12425.44,1019483.07,0.00,10207504.90,0.00,9387.92,1636.46,0.00,0.00,2055.64,-7332.28,4.5669
Geneva,1393-12,20,165860.70,1761436.62,-1595575.92,-17718379.96,3292.75,0.00,1539586.33,138822.83,11608268.40,23745.12,5914.47,0.00,63.68,23745.12,26956.24,21041.77,0.2194
Geneva,1394-01,8,42347.75,315848.49,-273500.74,-17991880.70,0.00,0.00,267607.14,38322.86,11837552.68,4024.89,1681.67,0.00,286.19,4024.89,4730.29,3048.62,0.3555
Geneva,1394-02,13,377955.50,1548710.48,-1170754.98,-19162635.68,8058.81,0.00,652864.59,223530.89,12266886.38,34165.57,10964.84,112200.23,11857.41,34165.57,158223.21,147258.37,0.0693
Geneva,1394-03,12,349171.56,351632.72,-2461.16,-19165096.84,0.00,0.00,227053.66,130867.54,12363072.50,24551.82,0.00,193752.20,0.00,24551.82,219065.03,219065.03,0.0000
Geneva,1394-04,13,91659.60,659593.72,-567934.12,-19733030.96,0.00,0.00,362998.00,59147.14,12666923.36,10646.49,2198.51,21865.97,239.59,10646.49,35979.80,33781.29,0.0611
Geneva,1394-05,13,210474.69,162626.33,47848.36,-19685182.60,0.00,12087.70,95419.29,84489.24,12677853.41,13556.36,2649.70,112429.09,0.00,13556.36,126270.08,123620.38,0.0210
Geneva,1394-06,8,39874.59,113185.59,-73311.00,-19758493.60,0.00,0.00,40147.75,23162.15,12694839.01,3023.30,17634.74,13689.14,0.00,3023.30,17410.76,-223.98,1.0129
Geneva,1394-07,16,373294.54,937899.27,-564604.73,-20323098.33,0.00,53637.97,586854.14,73275.23,13208417.92,16120.55,17179.81,283898.76,4946.26,16120.55,305452.47,288272.66,0.0562
Geneva,1394-08,17,740361.32,974985.73,-234624.41,-20557722.74,0.00,0.00,859414.19,645920.31,13421911.80,94441.01,15536.82,0.00,0.00,94441.01,95717.35,80180.53,0.1623
Geneva,1394-09,14,143070.70,194307.74,-51237.04,-20608959.78,0.00,0.00,118988.71,85761.16,13455139.35,12864.17,2209.80,44445.37,0.00,12864.17,58276.60,56066.80,0.0379
Geneva,1394-10,14,727295.55,2064184.54,-1336888.99,-21945848.77,1159.86,0.00,2052320.55,608324.67,14899135.23,76283.65,4524.63,41527.37,206.24,76283.65,118017.26,113492.63,0.0383
Geneva,1394-11,12,43587.98,213288.20,-169700.22,-22115548.99,0.00,0.00,153366.91,26415.68,15026086.46,4754.82,27079.02,12417.48,223.68,4754.82,17540.20,-9538.82,1.5438
Geneva,1394-12,15,117813.57,60365.07,57448.50,-22058100.49,14272.87,0.00,18095.58,50203.78,14993978.26,4284.24,7877.65,49052.68,0.00,4284.24,53831.43,45953.78,0.1463
Geneva,1395-01,15,691552.12,1115556.57,-424004.45,-22482104.94,343655.09,0.00,1091588.21,275641.61,15809924.86,38823.31,6268.12,33432.11,0.00,38823.31,72520.92,66252.80,0.0864
Geneva,1395-02,14,165075.83,127595.37,37480.46,-22444624.48,0.00,0.00,4388.18,46781.25,15767531.79,4914.24,3743.07,113380.34,974.51,4914.24,119577.98,115834.91,0.0313
Geneva,1395-03,18,103496.63,430057.85,-326561.22,-22771185.70,0.00,3610.94,296962.38,78925.96,15985568.21,16954.99,12765.85,7615.68,0.00,16954.99,26031.22,13265.37,0.4904
Geneva,1395-04,8,389194.89,281857.06,107337.83,-22663847.87,0.00,0.00,99575.69,339330.51,15745813.39,41444.45,3257.16,8419.93,0.00,41444.45,52549.74,49292.58,0.0620
Geneva,1395-05,14,251600.12,359044.05,-107443.93,-22771291.80,0.00,0.00,284522.87,144064.19,15886272.07,17003.91,26739.04,90532.02,260.00,17003.91,108102.39,81363.35,0.2473
Geneva,1395-06,16,187851.20,1402936.56,-1215085.36,-23986377.16,0.00,0.00,1170376.60,158359.74,16898288.93,29491.46,3140.71,0.00,2331.66,29491.46,33383.31,30242.60,0.0941
Geneva,1395-07,17,771385.16,168811.96,602573.20,-23383803.96,0.00,0.00,147833.78,444110.64,16602012.07,64904.54,7786.51,262369.98,0.00,64904.54,327274.52,319488.01,0.0238
Geneva,1395-08,12,118363.52,1365612.47,-1247248.95,-24631052.91,0.00,0.00,1292007.03,0.00,17894019.10,0.00,21894.18,118363.52,0.00,0.00,118537.66,96643.48,0.1847
Geneva,1395-09,18,8663.89,952452.16,-943788.27,-25574841.18,0.00,0.00,770829.96,0.00,18664849.06,0.00,3425.09,8663.89,0.00,0.00,9666.21,6241.12,0.3543
Geneva,1395-10,15,928099.51,149673.98,778425.53,-24796415.65,0.00,0.00,91315.68,773818.06,17982346.68,112789.33,20485.99,41492.12,0.00,112789.33,154849.54,134363.55,0.1323
Geneva,1395-11,12,345375.73,1256437.30,-911061.57,-25707477.22,0.00,0.00,1231665.58,39621.41,19174390.85,3962.14,17059.21,301792.18,0.00,3962.14,305754.32,288695.11,0.0558
Geneva,1395-12,20,204589.64,530802.33,-326212.69,-26033689.91,46194.05,0.00,369899.85,98905.47,19445385.23,11958.69,17663.09,47531.43,0.00,11958.69,61638.71,43975.62,0.2866
Geneva,1396-01,13,17340.90,1520670.80,-1503329.90,-27537019.81,0.00,0.00,1284899.49,0.00,20730284.72,0.00,13520.57,17340.90,0.00,0.00,20261.66,6741.09,0.6673
Geneva,1396-02,6,0.00,286973.29,-286973.29,-27823993.10,0.00,16599.43,0.00,0.00,20730284.72,0.00,1065.66,0.00,0.00,0.00,4039.62,2973.96,0.2638
Geneva,1396-03,6,183064.01,981946.61,-798882.60,-28622875.70,0.00,2214.51,961577.33,0.00,21691862.05,0.00,18154.77,183064.01,0.00,0.00,183064.01,164909.24,0.0992
Geneva,1396-04,14,374721.54,1058294.81,-683573.27,-29306448.97,0.00,298392.65,576996.27,311319.66,21957538.66,28018.77,9222.29,35383.11,313.60,28018.77,66141.19,56918.90,0.1394
Geneva,1396-05,14,255241.39,75116.55,180124.84,-29126324.13,0.00,3834.45,0.00,67571.03,21889967.63,11849.67,6430.49,175820.69,0.00,11849.67,188626.09,182195.60,0.0341
Geneva,1396-06,14,107585.98,419552.38,-311966.40,-29438290.53,6002.86,0.00,328378.21,60880.58,22157465.26,13182.22,2099.71,27520.32,0.00,13182.22,40817.17,38717.46,0.0514
Geneva,1396-07,16,545945.35,582998.51,-37053.16,-29475343.69,0.00,0.00,461316.84,414552.54,22204229.56,91090.71,14243.34,40302.10,105.76,91090.71,132866.23,118622.89,0.1072
